"";"paid_output.1";"paid_output.2";"paid_output.3";"paid_output.4";"paid_output.5";"paid_output.6";"paid_output.7";"paid_output.8";"paid_output.9";"case_reserves_output.1";"case_reserves_output.2";"case_reserves_output.3";"case_reserves_output.4";"case_reserves_output.5";"case_reserves_output.6";"case_reserves_output.7";"case_reserves_output.8";"case_reserves_output.9"
"487";0,109004739336493;0,00829383886255924;0,0936018957345972;-99;-99;-99;-99;-99;-99;0,162322274881517;0,133886255924171;0,0023696682464455;-99;-99;-99;-99;-99;-99
"488";0,00829383886255924;0,0936018957345972;-99;-99;-99;-99;-99;-99;-99;0,133886255924171;0,0023696682464455;-99;-99;-99;-99;-99;-99;-99
"489";0,0936018957345972;-99;-99;-99;-99;-99;-99;-99;-99;0,0023696682464455;-99;-99;-99;-99;-99;-99;-99;-99
"490";0,2117903930131;0,183406113537118;0,110262008733624;-99;-99;-99;-99;-99;-99;0,322052401746725;0,140829694323144;0,00436681222707424;-99;-99;-99;-99;-99;-99
"491";0,183406113537118;0,110262008733624;-99;-99;-99;-99;-99;-99;-99;0,140829694323144;0,00436681222707424;-99;-99;-99;-99;-99;-99;-99
"492";0,110262008733624;-99;-99;-99;-99;-99;-99;-99;-99;0,00436681222707424;-99;-99;-99;-99;-99;-99;-99;-99
"493";0,174331550802139;0,0192513368983957;-99;-99;-99;-99;-99;-99;-99;0,0491978609625668;0,00641711229946524;-99;-99;-99;-99;-99;-99;-99
"494";0,0192513368983957;-99;-99;-99;-99;-99;-99;-99;-99;0,00641711229946524;-99;-99;-99;-99;-99;-99;-99;-99
"495";0,0801248699271592;-99;-99;-99;-99;-99;-99;-99;-99;0,111342351716961;-99;-99;-99;-99;-99;-99;-99;-99
"496";0,122670807453416;0,0434782608695652;0,0795807453416149;0,0357142857142857;0;0,000388198757763975;0;0;0,0015527950310559;0,206521739130435;0,0993788819875776;0,0625;0,000388198757763975;0,0496894409937888;0;0;0;0
"497";0,0434782608695652;0,0795807453416149;0,0357142857142857;0;0,000388198757763975;0;0;0,0015527950310559;-99;0,0993788819875776;0,0625;0,000388198757763975;0,0496894409937888;0;0;0;0;-99
"498";0,0795807453416149;0,0357142857142857;0;0,000388198757763975;0;0;0,0015527950310559;-99;-99;0,0625;0,000388198757763975;0,0496894409937888;0;0;0;0;-99;-99
"499";0,0357142857142857;0;0,000388198757763975;0;0;0,0015527950310559;-99;-99;-99;0,000388198757763975;0,0496894409937888;0;0;0;0;-99;-99;-99
"500";0;0,000388198757763975;0;0;0,0015527950310559;-99;-99;-99;-99;0,0496894409937888;0;0;0;0;-99;-99;-99;-99
"501";0,000388198757763975;0;0;0,0015527950310559;-99;-99;-99;-99;-99;0;0;0;0;-99;-99;-99;-99;-99
"502";0;0;0,0015527950310559;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"503";0;0,0015527950310559;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"504";0,0015527950310559;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"505";0,0970176068990298;0,086597197269134;0,021200143729788;0,0470715055695293;0,096298957959037;0,00143729787998563;0,0122170319798778;0,000359324469996407;-99;0,116780452748832;0,273805246137262;0,111390585698886;0,121451670858785;0,00107797340998922;0,00215594681997844;-0,00467121810995329;0;-99
"506";0,086597197269134;0,021200143729788;0,0470715055695293;0,096298957959037;0,00143729787998563;0,0122170319798778;0,000359324469996407;-99;-99;0,273805246137262;0,111390585698886;0,121451670858785;0,00107797340998922;0,00215594681997844;-0,00467121810995329;0;-99;-99
"507";0,021200143729788;0,0470715055695293;0,096298957959037;0,00143729787998563;0,0122170319798778;0,000359324469996407;-99;-99;-99;0,111390585698886;0,121451670858785;0,00107797340998922;0,00215594681997844;-0,00467121810995329;0;-99;-99;-99
"508";0,0470715055695293;0,096298957959037;0,00143729787998563;0,0122170319798778;0,000359324469996407;-99;-99;-99;-99;0,121451670858785;0,00107797340998922;0,00215594681997844;-0,00467121810995329;0;-99;-99;-99;-99
"509";0,096298957959037;0,00143729787998563;0,0122170319798778;0,000359324469996407;-99;-99;-99;-99;-99;0,00107797340998922;0,00215594681997844;-0,00467121810995329;0;-99;-99;-99;-99;-99
"510";0,00143729787998563;0,0122170319798778;0,000359324469996407;-99;-99;-99;-99;-99;-99;0,00215594681997844;-0,00467121810995329;0;-99;-99;-99;-99;-99;-99
"511";0,0122170319798778;0,000359324469996407;-99;-99;-99;-99;-99;-99;-99;-0,00467121810995329;0;-99;-99;-99;-99;-99;-99;-99
"512";0,000359324469996407;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"513";0,0683930942895086;0,101261620185923;0,049800796812749;0,0531208499335989;0,0783532536520584;0,00763612217795485;0;-99;-99;0,193227091633466;0,0826693227091633;0,0796812749003984;0,0355245683930943;0,00232403718459495;0,000332005312084993;0;-99;-99
"514";0,101261620185923;0,049800796812749;0,0531208499335989;0,0783532536520584;0,00763612217795485;0;-99;-99;-99;0,0826693227091633;0,0796812749003984;0,0355245683930943;0,00232403718459495;0,000332005312084993;0;-99;-99;-99
"515";0,049800796812749;0,0531208499335989;0,0783532536520584;0,00763612217795485;0;-99;-99;-99;-99;0,0796812749003984;0,0355245683930943;0,00232403718459495;0,000332005312084993;0;-99;-99;-99;-99
"516";0,0531208499335989;0,0783532536520584;0,00763612217795485;0;-99;-99;-99;-99;-99;0,0355245683930943;0,00232403718459495;0,000332005312084993;0;-99;-99;-99;-99;-99
"517";0,0783532536520584;0,00763612217795485;0;-99;-99;-99;-99;-99;-99;0,00232403718459495;0,000332005312084993;0;-99;-99;-99;-99;-99;-99
"518";0,00763612217795485;0;-99;-99;-99;-99;-99;-99;-99;0,000332005312084993;0;-99;-99;-99;-99;-99;-99;-99
"519";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"520";0,223023839397742;0,105081555834379;0,116687578419072;0,0301129234629862;0,00219573400250941;-0,00188205771643664;-99;-99;-99;0,247176913425345;0,186010037641154;0,0570890840652447;0,0730865746549561;0,0436010037641154;0,0398368883312422;-99;-99;-99
"521";0,105081555834379;0,116687578419072;0,0301129234629862;0,00219573400250941;-0,00188205771643664;-99;-99;-99;-99;0,186010037641154;0,0570890840652447;0,0730865746549561;0,0436010037641154;0,0398368883312422;-99;-99;-99;-99
"522";0,116687578419072;0,0301129234629862;0,00219573400250941;-0,00188205771643664;-99;-99;-99;-99;-99;0,0570890840652447;0,0730865746549561;0,0436010037641154;0,0398368883312422;-99;-99;-99;-99;-99
"523";0,0301129234629862;0,00219573400250941;-0,00188205771643664;-99;-99;-99;-99;-99;-99;0,0730865746549561;0,0436010037641154;0,0398368883312422;-99;-99;-99;-99;-99;-99
"524";0,00219573400250941;-0,00188205771643664;-99;-99;-99;-99;-99;-99;-99;0,0436010037641154;0,0398368883312422;-99;-99;-99;-99;-99;-99;-99
"525";-0,00188205771643664;-99;-99;-99;-99;-99;-99;-99;-99;0,0398368883312422;-99;-99;-99;-99;-99;-99;-99;-99
"526";0,0973425765453495;0,112940496822646;0,170421721548238;0,0690352397458117;0,000577700751010976;-99;-99;-99;-99;0,18630849220104;0,243789716926632;0,106585788561525;0,012420566146736;0,00866551126516464;-99;-99;-99;-99
"527";0,112940496822646;0,170421721548238;0,0690352397458117;0,000577700751010976;-99;-99;-99;-99;-99;0,243789716926632;0,106585788561525;0,012420566146736;0,00866551126516464;-99;-99;-99;-99;-99
"528";0,170421721548238;0,0690352397458117;0,000577700751010976;-99;-99;-99;-99;-99;-99;0,106585788561525;0,012420566146736;0,00866551126516464;-99;-99;-99;-99;-99;-99
"529";0,0690352397458117;0,000577700751010976;-99;-99;-99;-99;-99;-99;-99;0,012420566146736;0,00866551126516464;-99;-99;-99;-99;-99;-99;-99
"530";0,000577700751010976;-99;-99;-99;-99;-99;-99;-99;-99;0,00866551126516464;-99;-99;-99;-99;-99;-99;-99;-99
"531";0,0824175824175824;0,144505494505494;0,138186813186813;0,0678571428571429;-99;-99;-99;-99;-99;0,414010989010989;0,32967032967033;0,100549450549451;0,0156593406593407;-99;-99;-99;-99;-99
"532";0,144505494505494;0,138186813186813;0,0678571428571429;-99;-99;-99;-99;-99;-99;0,32967032967033;0,100549450549451;0,0156593406593407;-99;-99;-99;-99;-99;-99
"533";0,138186813186813;0,0678571428571429;-99;-99;-99;-99;-99;-99;-99;0,100549450549451;0,0156593406593407;-99;-99;-99;-99;-99;-99;-99
"534";0,0678571428571429;-99;-99;-99;-99;-99;-99;-99;-99;0,0156593406593407;-99;-99;-99;-99;-99;-99;-99;-99
"535";0,120077313360715;0,229524039623097;0,0898767818313602;-99;-99;-99;-99;-99;-99;0,503020053152936;0,305146170572602;0,0983329306595796;-99;-99;-99;-99;-99;-99
"536";0,229524039623097;0,0898767818313602;-99;-99;-99;-99;-99;-99;-99;0,305146170572602;0,0983329306595796;-99;-99;-99;-99;-99;-99;-99
"537";0,0898767818313602;-99;-99;-99;-99;-99;-99;-99;-99;0,0983329306595796;-99;-99;-99;-99;-99;-99;-99;-99
"538";0,182401061242538;0,120053062126907;-99;-99;-99;-99;-99;-99;-99;0,543886800795932;0,282334733583904;-99;-99;-99;-99;-99;-99;-99
"539";0,120053062126907;-99;-99;-99;-99;-99;-99;-99;-99;0,282334733583904;-99;-99;-99;-99;-99;-99;-99;-99
"540";0,239328063241107;-99;-99;-99;-99;-99;-99;-99;-99;0,38102766798419;-99;-99;-99;-99;-99;-99;-99;-99
"541";0,161383285302594;0,107588856868396;0,0624399615754083;0,0220941402497598;0;0;0;0;0;0,137367915465898;0,157540826128722;0,0528338136407301;0,0048030739673391;0,000960614793467819;0;0;0;0
"542";0,107588856868396;0,0624399615754083;0,0220941402497598;0;0;0;0;0;-99;0,157540826128722;0,0528338136407301;0,0048030739673391;0,000960614793467819;0;0;0;0;-99
"543";0,0624399615754083;0,0220941402497598;0;0;0;0;0;-99;-99;0,0528338136407301;0,0048030739673391;0,000960614793467819;0;0;0;0;-99;-99
"544";0,0220941402497598;0;0;0;0;0;-99;-99;-99;0,0048030739673391;0,000960614793467819;0;0;0;0;-99;-99;-99
"545";0;0;0;0;0;-99;-99;-99;-99;0,000960614793467819;0;0;0;0;-99;-99;-99;-99
"546";0;0;0;0;-99;-99;-99;-99;-99;0;0;0;0;-99;-99;-99;-99;-99
"547";0;0;0;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"548";0;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"549";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"550";0,251798561151079;0,0935251798561151;0,0863309352517986;0,0467625899280576;0,00449640287769784;0;0;0;-99;0,280575539568345;0,258992805755396;0,215827338129496;0,0431654676258993;0,000899280575539568;0;0;0;-99
"551";0,0935251798561151;0,0863309352517986;0,0467625899280576;0,00449640287769784;0;0;0;-99;-99;0,258992805755396;0,215827338129496;0,0431654676258993;0,000899280575539568;0;0;0;-99;-99
"552";0,0863309352517986;0,0467625899280576;0,00449640287769784;0;0;0;-99;-99;-99;0,215827338129496;0,0431654676258993;0,000899280575539568;0;0;0;-99;-99;-99
"553";0,0467625899280576;0,00449640287769784;0;0;0;-99;-99;-99;-99;0,0431654676258993;0,000899280575539568;0;0;0;-99;-99;-99;-99
"554";0,00449640287769784;0;0;0;-99;-99;-99;-99;-99;0,000899280575539568;0;0;0;-99;-99;-99;-99;-99
"555";0;0;0;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"556";0;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"557";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"558";0,20891364902507;0,103064066852368;0,0157845868152275;-0,00278551532033426;0;-0,00185701021355617;0;-99;-99;0,177344475394615;0,125348189415042;-0,00278551532033426;-0,00185701021355617;-0,00278551532033426;0;0;-99;-99
"559";0,103064066852368;0,0157845868152275;-0,00278551532033426;0;-0,00185701021355617;0;-99;-99;-99;0,125348189415042;-0,00278551532033426;-0,00185701021355617;-0,00278551532033426;0;0;-99;-99;-99
"560";0,0157845868152275;-0,00278551532033426;0;-0,00185701021355617;0;-99;-99;-99;-99;-0,00278551532033426;-0,00185701021355617;-0,00278551532033426;0;0;-99;-99;-99;-99
"561";-0,00278551532033426;0;-0,00185701021355617;0;-99;-99;-99;-99;-99;-0,00185701021355617;-0,00278551532033426;0;0;-99;-99;-99;-99;-99
"562";0;-0,00185701021355617;0;-99;-99;-99;-99;-99;-99;-0,00278551532033426;0;0;-99;-99;-99;-99;-99;-99
"563";-0,00185701021355617;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"564";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"565";0,227208976157083;0,253856942496494;0,231416549789621;0,00140252454417952;0;0;-99;-99;-99;0,430575035063114;0,279102384291725;0,00280504908835905;0;0;0;-99;-99;-99
"566";0,253856942496494;0,231416549789621;0,00140252454417952;0;0;-99;-99;-99;-99;0,279102384291725;0,00280504908835905;0;0;0;-99;-99;-99;-99
"567";0,231416549789621;0,00140252454417952;0;0;-99;-99;-99;-99;-99;0,00280504908835905;0;0;0;-99;-99;-99;-99;-99
"568";0,00140252454417952;0;0;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"569";0;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"570";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"571";0,186813186813187;0,0122100122100122;0,63003663003663;-0,440781440781441;0;-99;-99;-99;-99;0,180708180708181;0,131868131868132;-0,500610500610501;-0,00122100122100122;0;-99;-99;-99;-99
"572";0,0122100122100122;0,63003663003663;-0,440781440781441;0;-99;-99;-99;-99;-99;0,131868131868132;-0,500610500610501;-0,00122100122100122;0;-99;-99;-99;-99;-99
"573";0,63003663003663;-0,440781440781441;0;-99;-99;-99;-99;-99;-99;-0,500610500610501;-0,00122100122100122;0;-99;-99;-99;-99;-99;-99
"574";-0,440781440781441;0;-99;-99;-99;-99;-99;-99;-99;-0,00122100122100122;0;-99;-99;-99;-99;-99;-99;-99
"575";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"576";0,187140115163148;0,0326295585412668;0;0,00575815738963532;-99;-99;-99;-99;-99;0,0652591170825336;0,00671785028790787;0,0105566218809981;0,00479846449136276;-99;-99;-99;-99;-99
"577";0,0326295585412668;0;0,00575815738963532;-99;-99;-99;-99;-99;-99;0,00671785028790787;0,0105566218809981;0,00479846449136276;-99;-99;-99;-99;-99;-99
"578";0;0,00575815738963532;-99;-99;-99;-99;-99;-99;-99;0,0105566218809981;0,00479846449136276;-99;-99;-99;-99;-99;-99;-99
"579";0,00575815738963532;-99;-99;-99;-99;-99;-99;-99;-99;0,00479846449136276;-99;-99;-99;-99;-99;-99;-99;-99
"580";0,128755364806867;-0,00171673819742489;0;-99;-99;-99;-99;-99;-99;0,0969957081545064;0,0738197424892704;0,0738197424892704;-99;-99;-99;-99;-99;-99
"581";-0,00171673819742489;0;-99;-99;-99;-99;-99;-99;-99;0,0738197424892704;0,0738197424892704;-99;-99;-99;-99;-99;-99;-99
"582";0;-99;-99;-99;-99;-99;-99;-99;-99;0,0738197424892704;-99;-99;-99;-99;-99;-99;-99;-99
"583";0,0971905846621109;0,0470766894457099;-99;-99;-99;-99;-99;-99;-99;0,164768413059985;0,0592255125284738;-99;-99;-99;-99;-99;-99;-99
"584";0,0470766894457099;-99;-99;-99;-99;-99;-99;-99;-99;0,0592255125284738;-99;-99;-99;-99;-99;-99;-99;-99
"585";0,155844155844156;-99;-99;-99;-99;-99;-99;-99;-99;0,188653451811347;-99;-99;-99;-99;-99;-99;-99;-99
"586";0,195548489666137;0,14308426073132;0,00317965023847377;0,0254372019077901;0,00317965023847377;0;0;0;0;0,322734499205087;0,131955484896661;0,0111287758346582;0,0111287758346582;-0,00158982511923688;0;0;0;0
"587";0,14308426073132;0,00317965023847377;0,0254372019077901;0,00317965023847377;0;0;0;0;-99;0,131955484896661;0,0111287758346582;0,0111287758346582;-0,00158982511923688;0;0;0;0;-99
"588";0,00317965023847377;0,0254372019077901;0,00317965023847377;0;0;0;0;-99;-99;0,0111287758346582;0,0111287758346582;-0,00158982511923688;0;0;0;0;-99;-99
"589";0,0254372019077901;0,00317965023847377;0;0;0;0;-99;-99;-99;0,0111287758346582;-0,00158982511923688;0;0;0;0;-99;-99;-99
"590";0,00317965023847377;0;0;0;0;-99;-99;-99;-99;-0,00158982511923688;0;0;0;0;-99;-99;-99;-99
"591";0;0;0;0;-99;-99;-99;-99;-99;0;0;0;0;-99;-99;-99;-99;-99
"592";0;0;0;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"593";0;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"594";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"595";0,041958041958042;0;0,0104895104895105;-0,00174825174825175;0,00174825174825175;0;0;0;-99;0,41958041958042;0,416083916083916;0,416083916083916;0;-0,00174825174825175;0;0;-0,00174825174825175;-99
"596";0;0,0104895104895105;-0,00174825174825175;0,00174825174825175;0;0;0;-99;-99;0,416083916083916;0,416083916083916;0;-0,00174825174825175;0;0;-0,00174825174825175;-99;-99
"597";0,0104895104895105;-0,00174825174825175;0,00174825174825175;0;0;0;-99;-99;-99;0,416083916083916;0;-0,00174825174825175;0;0;-0,00174825174825175;-99;-99;-99
"598";-0,00174825174825175;0,00174825174825175;0;0;0;-99;-99;-99;-99;0;-0,00174825174825175;0;0;-0,00174825174825175;-99;-99;-99;-99
"599";0,00174825174825175;0;0;0;-99;-99;-99;-99;-99;-0,00174825174825175;0;0;-0,00174825174825175;-99;-99;-99;-99;-99
"600";0;0;0;-99;-99;-99;-99;-99;-99;0;0;-0,00174825174825175;-99;-99;-99;-99;-99;-99
"601";0;0;-99;-99;-99;-99;-99;-99;-99;0;-0,00174825174825175;-99;-99;-99;-99;-99;-99;-99
"602";0;-99;-99;-99;-99;-99;-99;-99;-99;-0,00174825174825175;-99;-99;-99;-99;-99;-99;-99;-99
"603";0,037953795379538;0,0115511551155116;0,00165016501650165;0;0;-0,00165016501650165;-0,00165016501650165;-99;-99;0,445544554455446;0,445544554455446;-0,00165016501650165;0;0;0;0;-99;-99
"604";0,0115511551155116;0,00165016501650165;0;0;-0,00165016501650165;-0,00165016501650165;-99;-99;-99;0,445544554455446;-0,00165016501650165;0;0;0;0;-99;-99;-99
"605";0,00165016501650165;0;0;-0,00165016501650165;-0,00165016501650165;-99;-99;-99;-99;-0,00165016501650165;0;0;0;0;-99;-99;-99;-99
"606";0;0;-0,00165016501650165;-0,00165016501650165;-99;-99;-99;-99;-99;0;0;0;0;-99;-99;-99;-99;-99
"607";0;-0,00165016501650165;-0,00165016501650165;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"608";-0,00165016501650165;-0,00165016501650165;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"609";-0,00165016501650165;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"610";0,00769230769230769;0,00153846153846154;0,00615384615384615;0,0953846153846154;0;0;-99;-99;-99;0,478461538461538;0,506153846153846;0,355384615384615;0,138461538461538;0;0;-99;-99;-99
"611";0,00153846153846154;0,00615384615384615;0,0953846153846154;0;0;-99;-99;-99;-99;0,506153846153846;0,355384615384615;0,138461538461538;0;0;-99;-99;-99;-99
"612";0,00615384615384615;0,0953846153846154;0;0;-99;-99;-99;-99;-99;0,355384615384615;0,138461538461538;0;0;-99;-99;-99;-99;-99
"613";0,0953846153846154;0;0;-99;-99;-99;-99;-99;-99;0,138461538461538;0;0;-99;-99;-99;-99;-99;-99
"614";0;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"615";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"616";0,0254957507082153;0,0495750708215297;-0,00141643059490085;0;0;-99;-99;-99;-99;0,443342776203966;0,444759206798867;0,113314447592068;0,0779036827195467;0;-99;-99;-99;-99
"617";0,0495750708215297;-0,00141643059490085;0;0;-99;-99;-99;-99;-99;0,444759206798867;0,113314447592068;0,0779036827195467;0;-99;-99;-99;-99;-99
"618";-0,00141643059490085;0;0;-99;-99;-99;-99;-99;-99;0,113314447592068;0,0779036827195467;0;-99;-99;-99;-99;-99;-99
"619";0;0;-99;-99;-99;-99;-99;-99;-99;0,0779036827195467;0;-99;-99;-99;-99;-99;-99;-99
"620";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"621";0,0683229813664596;0,320910973084886;0,010351966873706;0,0248447204968944;-99;-99;-99;-99;-99;0,67287784679089;0,242236024844721;0,115942028985507;0;-99;-99;-99;-99;-99
"622";0,320910973084886;0,010351966873706;0,0248447204968944;-99;-99;-99;-99;-99;-99;0,242236024844721;0,115942028985507;0;-99;-99;-99;-99;-99;-99
"623";0,010351966873706;0,0248447204968944;-99;-99;-99;-99;-99;-99;-99;0,115942028985507;0;-99;-99;-99;-99;-99;-99;-99
"624";0,0248447204968944;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"625";0,0998185117967332;0,0508166969147005;0,00907441016333938;-99;-99;-99;-99;-99;-99;0,417422867513612;0,297640653357532;0,528130671506352;-99;-99;-99;-99;-99;-99
"626";0,0508166969147005;0,00907441016333938;-99;-99;-99;-99;-99;-99;-99;0,297640653357532;0,528130671506352;-99;-99;-99;-99;-99;-99;-99
"627";0,00907441016333938;-99;-99;-99;-99;-99;-99;-99;-99;0,528130671506352;-99;-99;-99;-99;-99;-99;-99;-99
"628";0,0305602716468591;0,0101867572156197;-99;-99;-99;-99;-99;-99;-99;0,444821731748727;0,412563667232598;-99;-99;-99;-99;-99;-99;-99
"629";0,0101867572156197;-99;-99;-99;-99;-99;-99;-99;-99;0,412563667232598;-99;-99;-99;-99;-99;-99;-99;-99
"630";0,0512820512820513;-99;-99;-99;-99;-99;-99;-99;-99;0,321367521367521;-99;-99;-99;-99;-99;-99;-99;-99
"631";0,260425716768028;0,107732406602954;0,102953953084275;0,0347523892267593;0,00629887054735013;0,01498696785404;0,0178105994787142;-0,000434404865334492;0;0,200043440486533;0,174630755864466;0,0599478714161599;0,0367072111207646;0,0323631624674196;0,0171589921807124;0;0;0
"632";0,107732406602954;0,102953953084275;0,0347523892267593;0,00629887054735013;0,01498696785404;0,0178105994787142;-0,000434404865334492;0;-99;0,174630755864466;0,0599478714161599;0,0367072111207646;0,0323631624674196;0,0171589921807124;0;0;0;-99
"633";0,102953953084275;0,0347523892267593;0,00629887054735013;0,01498696785404;0,0178105994787142;-0,000434404865334492;0;-99;-99;0,0599478714161599;0,0367072111207646;0,0323631624674196;0,0171589921807124;0;0;0;-99;-99
"634";0,0347523892267593;0,00629887054735013;0,01498696785404;0,0178105994787142;-0,000434404865334492;0;-99;-99;-99;0,0367072111207646;0,0323631624674196;0,0171589921807124;0;0;0;-99;-99;-99
"635";0,00629887054735013;0,01498696785404;0,0178105994787142;-0,000434404865334492;0;-99;-99;-99;-99;0,0323631624674196;0,0171589921807124;0;0;0;-99;-99;-99;-99
"636";0,01498696785404;0,0178105994787142;-0,000434404865334492;0;-99;-99;-99;-99;-99;0,0171589921807124;0;0;0;-99;-99;-99;-99;-99
"637";0,0178105994787142;-0,000434404865334492;0;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"638";-0,000434404865334492;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"639";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"640";0,223937488088431;0,0989136649514008;0,106918238993711;0,0598437202210787;0,0331618067467124;0,0409757956927768;0;0;-99;0,258814560701353;0,209643605870021;0,119878025538403;0,0794739851343625;0,0495521250238231;0;0;0;-99
"641";0,0989136649514008;0,106918238993711;0,0598437202210787;0,0331618067467124;0,0409757956927768;0;0;-99;-99;0,209643605870021;0,119878025538403;0,0794739851343625;0,0495521250238231;0;0;0;-99;-99
"642";0,106918238993711;0,0598437202210787;0,0331618067467124;0,0409757956927768;0;0;-99;-99;-99;0,119878025538403;0,0794739851343625;0,0495521250238231;0;0;0;-99;-99;-99
"643";0,0598437202210787;0,0331618067467124;0,0409757956927768;0;0;-99;-99;-99;-99;0,0794739851343625;0,0495521250238231;0;0;0;-99;-99;-99;-99
"644";0,0331618067467124;0,0409757956927768;0;0;-99;-99;-99;-99;-99;0,0495521250238231;0;0;0;-99;-99;-99;-99;-99
"645";0,0409757956927768;0;0;-99;-99;-99;-99;-99;-99;0;0;0;-99;-99;-99;-99;-99;-99
"646";0;0;-99;-99;-99;-99;-99;-99;-99;0;0;-99;-99;-99;-99;-99;-99;-99
"647";0;-99;-99;-99;-99;-99;-99;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99
"648";0,190233785822021;0,161010558069382;0,125565610859729;0,00810708898944193;0,0109351432880845;0,000942684766214178;0,00169683257918552;-99;-99;0,414027149321267;0,187594268476621;0,0429864253393665;0,0388386123680241;0,0290346907993967;0,0282805429864253;0,027526395173454;-99;-99
"649";0,161010558069382;0,125565610859729;0,00810708898944193;0,0109351432880845;0,000942684766214178;0,00169683257918552;-99;-99;-99;0,187594268476621;0,0429864253393665;0,0388386123680241;0,0290346907993967;0,0282805429864253;0,027526395173454;-99;-99;-99
"650";0,125565610859729;0,00810708898944193;0,0109351432880845;0,000942684766214178;0,00169683257918552;-99;-99;-99;-99;0,0429864253393665;0,0388386123680241;0,0290346907993967;0,0282805429864253;0,027526395173454;-99;-99;-99;-99
"651";0,00810708898944193;0,0109351432880845;0,000942684766214178;0,00169683257918552;-99;-99;-99;-99;-99;0,0388386123680241;0,0290346907993967;0,0282805429864253;0,027526395173454;-99;-99;-99;-99;-99
"652";0,0109351432880845;0,000942684766214178;0,00169683257918552;-99;-99;-99;-99;-99;-99;0,0290346907993967;0,0282805429864253;0,027526395173454;-99;-99;-99;-99;-99;-99
"653";0,000942684766214178;0,00169683257918552;-99;-99;-99;-99;-99;-99;-99;0,0282805429864253;0,027526395173454;-99;-99;-99;-99;-99;-99;-99
"654";0,00169683257918552;-99;-99;-99;-99;-99;-99;-99;-99;0,027526395173454;-99;-99;-99;-99;-99;-99;-99;-99
"655";0,290730036394776;0,22564761293085;0,0890601584243203;-0,0708627702847356;0,0207664311710554;0,0109184328837508;-99;-99;-99;0,393919931492186;0,153714408049668;0,0730036394776279;0,0293299079426247;0,0267608649111539;0,0162706058659816;-99;-99;-99
"656";0,22564761293085;0,0890601584243203;-0,0708627702847356;0,0207664311710554;0,0109184328837508;-99;-99;-99;-99;0,153714408049668;0,0730036394776279;0,0293299079426247;0,0267608649111539;0,0162706058659816;-99;-99;-99;-99
"657";0,0890601584243203;-0,0708627702847356;0,0207664311710554;0,0109184328837508;-99;-99;-99;-99;-99;0,0730036394776279;0,0293299079426247;0,0267608649111539;0,0162706058659816;-99;-99;-99;-99;-99
