"";"ay_seq_input.1";"ay_seq_input.2";"ay_seq_input.3";"ay_seq_input.4";"ay_seq_input.5";"ay_seq_input.6";"ay_seq_input.7";"ay_seq_input.8";"ay_seq_input.9";"ay_seq_input.10";"ay_seq_input.11";"ay_seq_input.12";"ay_seq_input.13";"ay_seq_input.14";"ay_seq_input.15";"ay_seq_input.16";"ay_seq_input.17";"ay_seq_input.18";"group_code"
"554";-99;-99;-99;-99;0,220323741007194;0,251798561151079;0,0935251798561151;0,0863309352517986;0,0467625899280576;-99;-99;-99;-99;0,402877697841727;0,280575539568345;0,258992805755396;0,215827338129496;0,0431654676258993;24
"555";-99;-99;-99;0,220323741007194;0,251798561151079;0,0935251798561151;0,0863309352517986;0,0467625899280576;0,00449640287769784;-99;-99;-99;0,402877697841727;0,280575539568345;0,258992805755396;0,215827338129496;0,0431654676258993;0,000899280575539568;24
"556";-99;-99;0,220323741007194;0,251798561151079;0,0935251798561151;0,0863309352517986;0,0467625899280576;0,00449640287769784;0;-99;-99;0,402877697841727;0,280575539568345;0,258992805755396;0,215827338129496;0,0431654676258993;0,000899280575539568;0;24
"557";-99;0,220323741007194;0,251798561151079;0,0935251798561151;0,0863309352517986;0,0467625899280576;0,00449640287769784;0;0;-99;0,402877697841727;0,280575539568345;0,258992805755396;0,215827338129496;0,0431654676258993;0,000899280575539568;0;0;24
"558";-99;-99;-99;-99;-99;-99;-99;-99;0,284122562674095;-99;-99;-99;-99;-99;-99;-99;-99;0,541318477251625;24
"559";-99;-99;-99;-99;-99;-99;-99;0,284122562674095;0,20891364902507;-99;-99;-99;-99;-99;-99;-99;0,541318477251625;0,177344475394615;24
"560";-99;-99;-99;-99;-99;-99;0,284122562674095;0,20891364902507;0,103064066852368;-99;-99;-99;-99;-99;-99;0,541318477251625;0,177344475394615;0,125348189415042;24
"561";-99;-99;-99;-99;-99;0,284122562674095;0,20891364902507;0,103064066852368;0,0157845868152275;-99;-99;-99;-99;-99;0,541318477251625;0,177344475394615;0,125348189415042;-0,00278551532033426;24
"562";-99;-99;-99;-99;0,284122562674095;0,20891364902507;0,103064066852368;0,0157845868152275;-0,00278551532033426;-99;-99;-99;-99;0,541318477251625;0,177344475394615;0,125348189415042;-0,00278551532033426;-0,00185701021355617;24
"563";-99;-99;-99;0,284122562674095;0,20891364902507;0,103064066852368;0,0157845868152275;-0,00278551532033426;0;-99;-99;-99;0,541318477251625;0,177344475394615;0,125348189415042;-0,00278551532033426;-0,00185701021355617;-0,00278551532033426;24
"564";-99;-99;0,284122562674095;0,20891364902507;0,103064066852368;0,0157845868152275;-0,00278551532033426;0;-0,00185701021355617;-99;-99;0,541318477251625;0,177344475394615;0,125348189415042;-0,00278551532033426;-0,00185701021355617;-0,00278551532033426;0;24
"565";-99;-99;-99;-99;-99;-99;-99;-99;0,561009817671809;-99;-99;-99;-99;-99;-99;-99;-99;0,511921458625526;24
"566";-99;-99;-99;-99;-99;-99;-99;0,561009817671809;0,227208976157083;-99;-99;-99;-99;-99;-99;-99;0,511921458625526;0,430575035063114;24
"567";-99;-99;-99;-99;-99;-99;0,561009817671809;0,227208976157083;0,253856942496494;-99;-99;-99;-99;-99;-99;0,511921458625526;0,430575035063114;0,279102384291725;24
"568";-99;-99;-99;-99;-99;0,561009817671809;0,227208976157083;0,253856942496494;0,231416549789621;-99;-99;-99;-99;-99;0,511921458625526;0,430575035063114;0,279102384291725;0,00280504908835905;24
"569";-99;-99;-99;-99;0,561009817671809;0,227208976157083;0,253856942496494;0,231416549789621;0,00140252454417952;-99;-99;-99;-99;0,511921458625526;0,430575035063114;0,279102384291725;0,00280504908835905;0;24
"570";-99;-99;-99;0,561009817671809;0,227208976157083;0,253856942496494;0,231416549789621;0,00140252454417952;0;-99;-99;-99;0,511921458625526;0,430575035063114;0,279102384291725;0,00280504908835905;0;0;24
"571";-99;-99;-99;-99;-99;-99;-99;-99;0,282051282051282;-99;-99;-99;-99;-99;-99;-99;-99;0,449328449328449;24
"572";-99;-99;-99;-99;-99;-99;-99;0,282051282051282;0,186813186813187;-99;-99;-99;-99;-99;-99;-99;0,449328449328449;0,180708180708181;24
"573";-99;-99;-99;-99;-99;-99;0,282051282051282;0,186813186813187;0,0122100122100122;-99;-99;-99;-99;-99;-99;0,449328449328449;0,180708180708181;0,131868131868132;24
"574";-99;-99;-99;-99;-99;0,282051282051282;0,186813186813187;0,0122100122100122;0,63003663003663;-99;-99;-99;-99;-99;0,449328449328449;0,180708180708181;0,131868131868132;-0,500610500610501;24
"575";-99;-99;-99;-99;0,282051282051282;0,186813186813187;0,0122100122100122;0,63003663003663;-0,440781440781441;-99;-99;-99;-99;0,449328449328449;0,180708180708181;0,131868131868132;-0,500610500610501;-0,00122100122100122;24
"576";-99;-99;-99;-99;-99;-99;-99;-99;0,175623800383877;-99;-99;-99;-99;-99;-99;-99;-99;0,250479846449136;24
"577";-99;-99;-99;-99;-99;-99;-99;0,175623800383877;0,187140115163148;-99;-99;-99;-99;-99;-99;-99;0,250479846449136;0,0652591170825336;24
"578";-99;-99;-99;-99;-99;-99;0,175623800383877;0,187140115163148;0,0326295585412668;-99;-99;-99;-99;-99;-99;0,250479846449136;0,0652591170825336;0,00671785028790787;24
"579";-99;-99;-99;-99;-99;0,175623800383877;0,187140115163148;0,0326295585412668;0;-99;-99;-99;-99;-99;0,250479846449136;0,0652591170825336;0,00671785028790787;0,0105566218809981;24
"580";-99;-99;-99;-99;-99;-99;-99;-99;0,262660944206009;-99;-99;-99;-99;-99;-99;-99;-99;0,253218884120172;24
"581";-99;-99;-99;-99;-99;-99;-99;0,262660944206009;0,128755364806867;-99;-99;-99;-99;-99;-99;-99;0,253218884120172;0,0969957081545064;24
"582";-99;-99;-99;-99;-99;-99;0,262660944206009;0,128755364806867;-0,00171673819742489;-99;-99;-99;-99;-99;-99;0,253218884120172;0,0969957081545064;0,0738197424892704;24
"583";-99;-99;-99;-99;-99;-99;-99;-99;0,252847380410023;-99;-99;-99;-99;-99;-99;-99;-99;0,270311313591496;24
"584";-99;-99;-99;-99;-99;-99;-99;0,252847380410023;0,0971905846621109;-99;-99;-99;-99;-99;-99;-99;0,270311313591496;0,164768413059985;24
"585";-99;-99;-99;-99;-99;-99;-99;-99;0,202323991797676;-99;-99;-99;-99;-99;-99;-99;-99;0,371838687628161;24
"586";-99;-99;-99;-99;-99;-99;-99;-99;0,082670906200318;-99;-99;-99;-99;-99;-99;-99;-99;0,472178060413355;26
"587";-99;-99;-99;-99;-99;-99;-99;0,082670906200318;0,195548489666137;-99;-99;-99;-99;-99;-99;-99;0,472178060413355;0,322734499205087;26
"588";-99;-99;-99;-99;-99;-99;0,082670906200318;0,195548489666137;0,14308426073132;-99;-99;-99;-99;-99;-99;0,472178060413355;0,322734499205087;0,131955484896661;26
"589";-99;-99;-99;-99;-99;0,082670906200318;0,195548489666137;0,14308426073132;0,00317965023847377;-99;-99;-99;-99;-99;0,472178060413355;0,322734499205087;0,131955484896661;0,0111287758346582;26
"590";-99;-99;-99;-99;0,082670906200318;0,195548489666137;0,14308426073132;0,00317965023847377;0,0254372019077901;-99;-99;-99;-99;0,472178060413355;0,322734499205087;0,131955484896661;0,0111287758346582;0,0111287758346582;26
"591";-99;-99;-99;0,082670906200318;0,195548489666137;0,14308426073132;0,00317965023847377;0,0254372019077901;0,00317965023847377;-99;-99;-99;0,472178060413355;0,322734499205087;0,131955484896661;0,0111287758346582;0,0111287758346582;-0,00158982511923688;26
"592";-99;-99;0,082670906200318;0,195548489666137;0,14308426073132;0,00317965023847377;0,0254372019077901;0,00317965023847377;0;-99;-99;0,472178060413355;0,322734499205087;0,131955484896661;0,0111287758346582;0,0111287758346582;-0,00158982511923688;0;26
"593";-99;0,082670906200318;0,195548489666137;0,14308426073132;0,00317965023847377;0,0254372019077901;0,00317965023847377;0;0;-99;0,472178060413355;0,322734499205087;0,131955484896661;0,0111287758346582;0,0111287758346582;-0,00158982511923688;0;0;26
"594";0,082670906200318;0,195548489666137;0,14308426073132;0,00317965023847377;0,0254372019077901;0,00317965023847377;0;0;0;0,472178060413355;0,322734499205087;0,131955484896661;0,0111287758346582;0,0111287758346582;-0,00158982511923688;0;0;0;26
"595";-99;-99;-99;-99;-99;-99;-99;-99;0,0891608391608392;-99;-99;-99;-99;-99;-99;-99;-99;0,512237762237762;26
"596";-99;-99;-99;-99;-99;-99;-99;0,0891608391608392;0,041958041958042;-99;-99;-99;-99;-99;-99;-99;0,512237762237762;0,41958041958042;26
"597";-99;-99;-99;-99;-99;-99;0,0891608391608392;0,041958041958042;0;-99;-99;-99;-99;-99;-99;0,512237762237762;0,41958041958042;0,416083916083916;26
"598";-99;-99;-99;-99;-99;0,0891608391608392;0,041958041958042;0;0,0104895104895105;-99;-99;-99;-99;-99;0,512237762237762;0,41958041958042;0,416083916083916;0,416083916083916;26
"599";-99;-99;-99;-99;0,0891608391608392;0,041958041958042;0;0,0104895104895105;-0,00174825174825175;-99;-99;-99;-99;0,512237762237762;0,41958041958042;0,416083916083916;0,416083916083916;0;26
"600";-99;-99;-99;0,0891608391608392;0,041958041958042;0;0,0104895104895105;-0,00174825174825175;0,00174825174825175;-99;-99;-99;0,512237762237762;0,41958041958042;0,416083916083916;0,416083916083916;0;-0,00174825174825175;26
"601";-99;-99;0,0891608391608392;0,041958041958042;0;0,0104895104895105;-0,00174825174825175;0,00174825174825175;0;-99;-99;0,512237762237762;0,41958041958042;0,416083916083916;0,416083916083916;0;-0,00174825174825175;0;26
"602";-99;0,0891608391608392;0,041958041958042;0;0,0104895104895105;-0,00174825174825175;0,00174825174825175;0;0;-99;0,512237762237762;0,41958041958042;0,416083916083916;0,416083916083916;0;-0,00174825174825175;0;0;26
"603";-99;-99;-99;-99;-99;-99;-99;-99;0,0792079207920792;-99;-99;-99;-99;-99;-99;-99;-99;0,504950495049505;26
"604";-99;-99;-99;-99;-99;-99;-99;0,0792079207920792;0,037953795379538;-99;-99;-99;-99;-99;-99;-99;0,504950495049505;0,445544554455446;26
"605";-99;-99;-99;-99;-99;-99;0,0792079207920792;0,037953795379538;0,0115511551155116;-99;-99;-99;-99;-99;-99;0,504950495049505;0,445544554455446;0,445544554455446;26
"606";-99;-99;-99;-99;-99;0,0792079207920792;0,037953795379538;0,0115511551155116;0,00165016501650165;-99;-99;-99;-99;-99;0,504950495049505;0,445544554455446;0,445544554455446;-0,00165016501650165;26
"607";-99;-99;-99;-99;0,0792079207920792;0,037953795379538;0,0115511551155116;0,00165016501650165;0;-99;-99;-99;-99;0,504950495049505;0,445544554455446;0,445544554455446;-0,00165016501650165;0;26
"608";-99;-99;-99;0,0792079207920792;0,037953795379538;0,0115511551155116;0,00165016501650165;0;0;-99;-99;-99;0,504950495049505;0,445544554455446;0,445544554455446;-0,00165016501650165;0;0;26
"609";-99;-99;0,0792079207920792;0,037953795379538;0,0115511551155116;0,00165016501650165;0;0;-0,00165016501650165;-99;-99;0,504950495049505;0,445544554455446;0,445544554455446;-0,00165016501650165;0;0;0;26
"610";-99;-99;-99;-99;-99;-99;-99;-99;0,0876923076923077;-99;-99;-99;-99;-99;-99;-99;-99;0,478461538461538;26
"611";-99;-99;-99;-99;-99;-99;-99;0,0876923076923077;0,00769230769230769;-99;-99;-99;-99;-99;-99;-99;0,478461538461538;0,478461538461538;26
"612";-99;-99;-99;-99;-99;-99;0,0876923076923077;0,00769230769230769;0,00153846153846154;-99;-99;-99;-99;-99;-99;0,478461538461538;0,478461538461538;0,506153846153846;26
"613";-99;-99;-99;-99;-99;0,0876923076923077;0,00769230769230769;0,00153846153846154;0,00615384615384615;-99;-99;-99;-99;-99;0,478461538461538;0,478461538461538;0,506153846153846;0,355384615384615;26
"614";-99;-99;-99;-99;0,0876923076923077;0,00769230769230769;0,00153846153846154;0,00615384615384615;0,0953846153846154;-99;-99;-99;-99;0,478461538461538;0,478461538461538;0,506153846153846;0,355384615384615;0,138461538461538;26
"615";-99;-99;-99;0,0876923076923077;0,00769230769230769;0,00153846153846154;0,00615384615384615;0,0953846153846154;0;-99;-99;-99;0,478461538461538;0,478461538461538;0,506153846153846;0,355384615384615;0,138461538461538;0;26
"616";-99;-99;-99;-99;-99;-99;-99;-99;0,0807365439093484;-99;-99;-99;-99;-99;-99;-99;-99;0,120396600566572;26
"617";-99;-99;-99;-99;-99;-99;-99;0,0807365439093484;0,0254957507082153;-99;-99;-99;-99;-99;-99;-99;0,120396600566572;0,443342776203966;26
"618";-99;-99;-99;-99;-99;-99;0,0807365439093484;0,0254957507082153;0,0495750708215297;-99;-99;-99;-99;-99;-99;0,120396600566572;0,443342776203966;0,444759206798867;26
"619";-99;-99;-99;-99;-99;0,0807365439093484;0,0254957507082153;0,0495750708215297;-0,00141643059490085;-99;-99;-99;-99;-99;0,120396600566572;0,443342776203966;0,444759206798867;0,113314447592068;26
"620";-99;-99;-99;-99;0,0807365439093484;0,0254957507082153;0,0495750708215297;-0,00141643059490085;0;-99;-99;-99;-99;0,120396600566572;0,443342776203966;0,444759206798867;0,113314447592068;0,0779036827195467;26
"621";-99;-99;-99;-99;-99;-99;-99;-99;0,165631469979296;-99;-99;-99;-99;-99;-99;-99;-99;0,422360248447205;26
"622";-99;-99;-99;-99;-99;-99;-99;0,165631469979296;0,0683229813664596;-99;-99;-99;-99;-99;-99;-99;0,422360248447205;0,67287784679089;26
"623";-99;-99;-99;-99;-99;-99;0,165631469979296;0,0683229813664596;0,320910973084886;-99;-99;-99;-99;-99;-99;0,422360248447205;0,67287784679089;0,242236024844721;26
"624";-99;-99;-99;-99;-99;0,165631469979296;0,0683229813664596;0,320910973084886;0,010351966873706;-99;-99;-99;-99;-99;0,422360248447205;0,67287784679089;0,242236024844721;0,115942028985507;26
"625";-99;-99;-99;-99;-99;-99;-99;-99;0,17059891107078;-99;-99;-99;-99;-99;-99;-99;-99;0,430127041742287;26
"626";-99;-99;-99;-99;-99;-99;-99;0,17059891107078;0,0998185117967332;-99;-99;-99;-99;-99;-99;-99;0,430127041742287;0,417422867513612;26
"627";-99;-99;-99;-99;-99;-99;0,17059891107078;0,0998185117967332;0,0508166969147005;-99;-99;-99;-99;-99;-99;0,430127041742287;0,417422867513612;0,297640653357532;26
"628";-99;-99;-99;-99;-99;-99;-99;-99;0,101867572156197;-99;-99;-99;-99;-99;-99;-99;-99;0,478777589134126;26
"629";-99;-99;-99;-99;-99;-99;-99;0,101867572156197;0,0305602716468591;-99;-99;-99;-99;-99;-99;-99;0,478777589134126;0,444821731748727;26
"630";-99;-99;-99;-99;-99;-99;-99;-99;0,21025641025641;-99;-99;-99;-99;-99;-99;-99;-99;0,384615384615385;26
"631";-99;-99;-99;-99;-99;-99;-99;-99;0,254126846220678;-99;-99;-99;-99;-99;-99;-99;-99;0,410947002606429;31
"632";-99;-99;-99;-99;-99;-99;-99;0,254126846220678;0,260425716768028;-99;-99;-99;-99;-99;-99;-99;0,410947002606429;0,200043440486533;31
"633";-99;-99;-99;-99;-99;-99;0,254126846220678;0,260425716768028;0,107732406602954;-99;-99;-99;-99;-99;-99;0,410947002606429;0,200043440486533;0,174630755864466;31
"634";-99;-99;-99;-99;-99;0,254126846220678;0,260425716768028;0,107732406602954;0,102953953084275;-99;-99;-99;-99;-99;0,410947002606429;0,200043440486533;0,174630755864466;0,0599478714161599;31
"635";-99;-99;-99;-99;0,254126846220678;0,260425716768028;0,107732406602954;0,102953953084275;0,0347523892267593;-99;-99;-99;-99;0,410947002606429;0,200043440486533;0,174630755864466;0,0599478714161599;0,0367072111207646;31
"636";-99;-99;-99;0,254126846220678;0,260425716768028;0,107732406602954;0,102953953084275;0,0347523892267593;0,00629887054735013;-99;-99;-99;0,410947002606429;0,200043440486533;0,174630755864466;0,0599478714161599;0,0367072111207646;0,0323631624674196;31
"637";-99;-99;0,254126846220678;0,260425716768028;0,107732406602954;0,102953953084275;0,0347523892267593;0,00629887054735013;0,01498696785404;-99;-99;0,410947002606429;0,200043440486533;0,174630755864466;0,0599478714161599;0,0367072111207646;0,0323631624674196;0,0171589921807124;31
"638";-99;0,254126846220678;0,260425716768028;0,107732406602954;0,102953953084275;0,0347523892267593;0,00629887054735013;0,01498696785404;0,0178105994787142;-99;0,410947002606429;0,200043440486533;0,174630755864466;0,0599478714161599;0,0367072111207646;0,0323631624674196;0,0171589921807124;0;31
"639";0,254126846220678;0,260425716768028;0,107732406602954;0,102953953084275;0,0347523892267593;0,00629887054735013;0,01498696785404;0,0178105994787142;-0,000434404865334492;0,410947002606429;0,200043440486533;0,174630755864466;0,0599478714161599;0,0367072111207646;0,0323631624674196;0,0171589921807124;0;0;31
"640";-99;-99;-99;-99;-99;-99;-99;-99;0,205831903945111;-99;-99;-99;-99;-99;-99;-99;-99;0,433962264150943;31
"641";-99;-99;-99;-99;-99;-99;-99;0,205831903945111;0,223937488088431;-99;-99;-99;-99;-99;-99;-99;0,433962264150943;0,258814560701353;31
"642";-99;-99;-99;-99;-99;-99;0,205831903945111;0,223937488088431;0,0989136649514008;-99;-99;-99;-99;-99;-99;0,433962264150943;0,258814560701353;0,209643605870021;31
"643";-99;-99;-99;-99;-99;0,205831903945111;0,223937488088431;0,0989136649514008;0,106918238993711;-99;-99;-99;-99;-99;0,433962264150943;0,258814560701353;0,209643605870021;0,119878025538403;31
"644";-99;-99;-99;-99;0,205831903945111;0,223937488088431;0,0989136649514008;0,106918238993711;0,0598437202210787;-99;-99;-99;-99;0,433962264150943;0,258814560701353;0,209643605870021;0,119878025538403;0,0794739851343625;31
"645";-99;-99;-99;0,205831903945111;0,223937488088431;0,0989136649514008;0,106918238993711;0,0598437202210787;0,0331618067467124;-99;-99;-99;0,433962264150943;0,258814560701353;0,209643605870021;0,119878025538403;0,0794739851343625;0,0495521250238231;31
"646";-99;-99;0,205831903945111;0,223937488088431;0,0989136649514008;0,106918238993711;0,0598437202210787;0,0331618067467124;0,0409757956927768;-99;-99;0,433962264150943;0,258814560701353;0,209643605870021;0,119878025538403;0,0794739851343625;0,0495521250238231;0;31
"647";-99;0,205831903945111;0,223937488088431;0,0989136649514008;0,106918238993711;0,0598437202210787;0,0331618067467124;0,0409757956927768;0;-99;0,433962264150943;0,258814560701353;0,209643605870021;0,119878025538403;0,0794739851343625;0,0495521250238231;0;0;31
"648";-99;-99;-99;-99;-99;-99;-99;-99;0,192873303167421;-99;-99;-99;-99;-99;-99;-99;-99;0,481146304675716;31
"649";-99;-99;-99;-99;-99;-99;-99;0,192873303167421;0,190233785822021;-99;-99;-99;-99;-99;-99;-99;0,481146304675716;0,414027149321267;31
"650";-99;-99;-99;-99;-99;-99;0,192873303167421;0,190233785822021;0,161010558069382;-99;-99;-99;-99;-99;-99;0,481146304675716;0,414027149321267;0,187594268476621;31
"651";-99;-99;-99;-99;-99;0,192873303167421;0,190233785822021;0,161010558069382;0,125565610859729;-99;-99;-99;-99;-99;0,481146304675716;0,414027149321267;0,187594268476621;0,0429864253393665;31
"652";-99;-99;-99;-99;0,192873303167421;0,190233785822021;0,161010558069382;0,125565610859729;0,00810708898944193;-99;-99;-99;-99;0,481146304675716;0,414027149321267;0,187594268476621;0,0429864253393665;0,0388386123680241;31
"653";-99;-99;-99;0,192873303167421;0,190233785822021;0,161010558069382;0,125565610859729;0,00810708898944193;0,0109351432880845;-99;-99;-99;0,481146304675716;0,414027149321267;0,187594268476621;0,0429864253393665;0,0388386123680241;0,0290346907993967;31
"654";-99;-99;0,192873303167421;0,190233785822021;0,161010558069382;0,125565610859729;0,00810708898944193;0,0109351432880845;0,000942684766214178;-99;-99;0,481146304675716;0,414027149321267;0,187594268476621;0,0429864253393665;0,0388386123680241;0,0290346907993967;0,0282805429864253;31
"655";-99;-99;-99;-99;-99;-99;-99;-99;0,21729822307857;-99;-99;-99;-99;-99;-99;-99;-99;0,738385784628559;31
"656";-99;-99;-99;-99;-99;-99;-99;0,21729822307857;0,290730036394776;-99;-99;-99;-99;-99;-99;-99;0,738385784628559;0,393919931492186;31
"657";-99;-99;-99;-99;-99;-99;0,21729822307857;0,290730036394776;0,22564761293085;-99;-99;-99;-99;-99;-99;0,738385784628559;0,393919931492186;0,153714408049668;31
"658";-99;-99;-99;-99;-99;0,21729822307857;0,290730036394776;0,22564761293085;0,0890601584243203;-99;-99;-99;-99;-99;0,738385784628559;0,393919931492186;0,153714408049668;0,0730036394776279;31
"659";-99;-99;-99;-99;0,21729822307857;0,290730036394776;0,22564761293085;0,0890601584243203;-0,0708627702847356;-99;-99;-99;-99;0,738385784628559;0,393919931492186;0,153714408049668;0,0730036394776279;0,0293299079426247;31
"660";-99;-99;-99;0,21729822307857;0,290730036394776;0,22564761293085;0,0890601584243203;-0,0708627702847356;0,0207664311710554;-99;-99;-99;0,738385784628559;0,393919931492186;0,153714408049668;0,0730036394776279;0,0293299079426247;0,0267608649111539;31
"661";-99;-99;-99;-99;-99;-99;-99;-99;0,222468737394111;-99;-99;-99;-99;-99;-99;-99;-99;0,68434852763211;31
"662";-99;-99;-99;-99;-99;-99;-99;0,222468737394111;0,207139975796692;-99;-99;-99;-99;-99;-99;-99;0,68434852763211;0,32008874546188;31
"663";-99;-99;-99;-99;-99;-99;0,222468737394111;0,207139975796692;0,0520371117386043;-99;-99;-99;-99;-99;-99;0,68434852763211;0,32008874546188;0,226300927793465;31
"664";-99;-99;-99;-99;-99;0,222468737394111;0,207139975796692;0,0520371117386043;0,0685760387252925;-99;-99;-99;-99;-99;0,68434852763211;0,32008874546188;0,226300927793465;0,0958047599838645;31
"665";-99;-99;-99;-99;0,222468737394111;0,207139975796692;0,0520371117386043;0,0685760387252925;0,072811617587737;-99;-99;-99;-99;0,68434852763211;0,32008874546188;0,226300927793465;0,0958047599838645;0,0191609519967729;31
"666";-99;-99;-99;-99;-99;-99;-99;-99;0,195148364739008;-99;-99;-99;-99;-99;-99;-99;-99;0,64630712583929;31
"667";-99;-99;-99;-99;-99;-99;-99;0,195148364739008;0,200346545375785;-99;-99;-99;-99;-99;-99;-99;0,64630712583929;0,34307992202729;31
"668";-99;-99;-99;-99;-99;-99;0,195148364739008;0,200346545375785;0,101147931557288;-99;-99;-99;-99;-99;-99;0,64630712583929;0,34307992202729;0,237600173272688;31
"669";-99;-99;-99;-99;-99;0,195148364739008;0,200346545375785;0,101147931557288;0,0775395278319255;-99;-99;-99;-99;-99;0,64630712583929;0,34307992202729;0,237600173272688;0,126272471301711;31
"670";-99;-99;-99;-99;-99;-99;-99;-99;0,303486378357782;-99;-99;-99;-99;-99;-99;-99;-99;0,507906267860545;31
"671";-99;-99;-99;-99;-99;-99;-99;0,303486378357782;0,136978472089922;-99;-99;-99;-99;-99;-99;-99;0,507906267860545;0,318917889121737;31
"672";-99;-99;-99;-99;-99;-99;0,303486378357782;0,136978472089922;0,0426747951990855;-99;-99;-99;-99;-99;-99;0,507906267860545;0,318917889121737;0,227662411887979;31
"673";-99;-99;-99;-99;-99;-99;-99;-99;0,214472700074794;-99;-99;-99;-99;-99;-99;-99;-99;0,556843679880329;31
"674";-99;-99;-99;-99;-99;-99;-99;0,214472700074794;0,190725504861631;-99;-99;-99;-99;-99;-99;-99;0,556843679880329;0,322176514584892;31
"675";-99;-99;-99;-99;-99;-99;-99;-99;0,242762128325509;-99;-99;-99;-99;-99;-99;-99;-99;0,581964006259781;31
"676";-99;-99;-99;-99;-99;-99;-99;-99;0,276515151515151;-99;-99;-99;-99;-99;-99;-99;-99;1,28030303030303;34
"677";-99;-99;-99;-99;-99;-99;-99;0,276515151515151;0,113636363636364;-99;-99;-99;-99;-99;-99;-99;1,28030303030303;1,83712121212121;34
"678";-99;-99;-99;-99;-99;-99;0,276515151515151;0,113636363636364;0,299242424242424;-99;-99;-99;-99;-99;-99;1,28030303030303;1,83712121212121;0,0871212121212121;34
"679";-99;-99;-99;-99;-99;0,276515151515151;0,113636363636364;0,299242424242424;0,00378787878787879;-99;-99;-99;-99;-99;1,28030303030303;1,83712121212121;0,0871212121212121;0,238636363636364;34
"680";-99;-99;-99;-99;0,276515151515151;0,113636363636364;0,299242424242424;0,00378787878787879;0,212121212121212;-99;-99;-99;-99;1,28030303030303;1,83712121212121;0,0871212121212121;0,238636363636364;0;34
"681";-99;-99;-99;0,276515151515151;0,113636363636364;0,299242424242424;0,00378787878787879;0,212121212121212;0;-99;-99;-99;1,28030303030303;1,83712121212121;0,0871212121212121;0,238636363636364;0;0;34
"682";-99;-99;0,276515151515151;0,113636363636364;0,299242424242424;0,00378787878787879;0,212121212121212;0;0;-99;-99;1,28030303030303;1,83712121212121;0,0871212121212121;0,238636363636364;0;0;0;34
"683";-99;0,276515151515151;0,113636363636364;0,299242424242424;0,00378787878787879;0,212121212121212;0;0;0;-99;1,28030303030303;1,83712121212121;0,0871212121212121;0,238636363636364;0;0;0;0;34
"684";0,276515151515151;0,113636363636364;0,299242424242424;0,00378787878787879;0,212121212121212;0;0;0;0;1,28030303030303;1,83712121212121;0,0871212121212121;0,238636363636364;0;0;0;0;0;34
"685";-99;-99;-99;-99;-99;-99;-99;-99;0,297619047619048;-99;-99;-99;-99;-99;-99;-99;-99;0,694444444444444;34
"686";-99;-99;-99;-99;-99;-99;-99;0,297619047619048;0,0873015873015873;-99;-99;-99;-99;-99;-99;-99;0,694444444444444;0,0277777777777778;34
"687";-99;-99;-99;-99;-99;-99;0,297619047619048;0,0873015873015873;0,0238095238095238;-99;-99;-99;-99;-99;-99;0,694444444444444;0,0277777777777778;0,0436507936507936;34
"688";-99;-99;-99;-99;-99;0,297619047619048;0,0873015873015873;0,0238095238095238;0,0198412698412698;-99;-99;-99;-99;-99;0,694444444444444;0,0277777777777778;0,0436507936507936;0,0555555555555556;34
"689";-99;-99;-99;-99;0,297619047619048;0,0873015873015873;0,0238095238095238;0,0198412698412698;0,0753968253968254;-99;-99;-99;-99;0,694444444444444;0,0277777777777778;0,0436507936507936;0,0555555555555556;0;34
"690";-99;-99;-99;0,297619047619048;0,0873015873015873;0,0238095238095238;0,0198412698412698;0,0753968253968254;0;-99;-99;-99;0,694444444444444;0,0277777777777778;0,0436507936507936;0,0555555555555556;0;0;34
"691";-99;-99;0,297619047619048;0,0873015873015873;0,0238095238095238;0,0198412698412698;0,0753968253968254;0;0;-99;-99;0,694444444444444;0,0277777777777778;0,0436507936507936;0,0555555555555556;0;0;0;34
"692";-99;0,297619047619048;0,0873015873015873;0,0238095238095238;0,0198412698412698;0,0753968253968254;0;0;0;-99;0,694444444444444;0,0277777777777778;0,0436507936507936;0,0555555555555556;0;0;0;0;34
"693";-99;-99;-99;-99;-99;-99;-99;-99;0,966804979253112;-99;-99;-99;-99;-99;-99;-99;-99;1,55186721991701;34
"694";-99;-99;-99;-99;-99;-99;-99;0,966804979253112;0,128630705394191;-99;-99;-99;-99;-99;-99;-99;1,55186721991701;0,004149377593361;34
"695";-99;-99;-99;-99;-99;-99;0,966804979253112;0,128630705394191;0;-99;-99;-99;-99;-99;-99;1,55186721991701;0,004149377593361;0,004149377593361;34
"696";-99;-99;-99;-99;-99;0,966804979253112;0,128630705394191;0;0;-99;-99;-99;-99;-99;1,55186721991701;0,004149377593361;0,004149377593361;0;34
"697";-99;-99;-99;-99;0,966804979253112;0,128630705394191;0;0;0;-99;-99;-99;-99;1,55186721991701;0,004149377593361;0,004149377593361;0;0;34
"698";-99;-99;-99;0,966804979253112;0,128630705394191;0;0;0;0;-99;-99;-99;1,55186721991701;0,004149377593361;0,004149377593361;0;0;0;34
"699";-99;-99;0,966804979253112;0,128630705394191;0;0;0;0;0;-99;-99;1,55186721991701;0,004149377593361;0,004149377593361;0;0;0;0;34
"700";-99;-99;-99;-99;-99;-99;-99;-99;0,10655737704918;-99;-99;-99;-99;-99;-99;-99;-99;0,614754098360656;34
